Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs
cosmetics,SKU29,57.756214,31.91106,84.27125,10106.6875,Male,-64.57047,23.890663,65.07186,3.3881261,Carrier A,3.8577363,Supplier 5,Bangalore,-6.8448696,300.18747,18.312407,113.69476,Fail,6.5614314,Road,Route A,517.4201
cosmetics,SKU35,57.523796,34.16292,200.78621,10858.094,Male,-56.327587,23.501127,57.721794,2.7892916,Carrier A,4.6583433,Supplier 5,Chennai,-7.9388905,360.51065,17.976217,114.87183,Fail,6.047719,Road,Route A,494.07507
haircare,SKU48,50.690536,37.81173,594.1439,6779.7935,Non-binary,44.85766,16.28556,46.10932,6.446551,Carrier B,4.9466543,Supplier 4,Kolkata,11.586911,516.4964,17.612314,54.906178,Pass,1.9109441,Rail,Route A,514.1887
cosmetics,SKU50,41.43318,32.48907,350.11365,6368.313,Male,6.403297,16.83025,52.046516,3.6937451,Carrier A,4.7328033,Supplier 4,Delhi,4.1649876,409.8821,20.705318,69.8245,Fail,4.016054,Rail,Route A,612.208
cosmetics,SKU49,55.219437,57.38521,338.70566,6998.0186,Male,-20.54382,26.751308,71.3365,3.4776657,Carrier B,2.2912815,Supplier 4,Chennai,-11.616066,278.2183,20.526052,92.75009,Fail,4.856997,Road,Route A,459.71143
haircare,SKU63,40.519302,62.21765,454.34665,6002.446,Non-binary,50.488094,19.178782,32.48096,5.114043,Carrier B,5.0883365,Supplier 3,Delhi,14.601661,540.4939,19.183855,55.99063,Pass,1.7680962,Rail,Route A,662.6465
haircare,SKU4,46.793858,30.927505,193.20842,7993.0347,Male,7.3904643,15.587851,46.589737,3.6975844,Carrier A,5.4933968,Supplier 5,Chennai,15.067924,422.4753,17.13145,91.528595,Fail,4.3347793,Rail,Route A,678.859
cosmetics,SKU42,53.575897,49.676598,166.38847,9939.242,Male,-38.250416,21.73094,53.576683,2.6536388,Carrier A,3.1363645,Supplier 5,Bangalore,-5.110615,276.9904,17.82944,114.801056,Fail,5.2474365,Road,Route A,563.25336
cosmetics,SKU16,54.461708,38.080746,518.4097,6794.074,Non-binary,-62.028072,30.693254,102.93814,3.3049884,Carrier B,2.2362483,Supplier 5,Delhi,-22.651667,305.6854,21.52717,72.6164,Fail,5.2657895,Sea,Route A,342.2137
cosmetics,SKU37,54.51371,40.539383,530.2138,6241.4995,Non-binary,-0.9016843,23.206873,70.23246,4.70064,Carrier B,4.2985744,Supplier 4,Kolkata,-2.8310184,465.13144,19.333288,56.46919,Fail,3.7107944,Road,Route A,453.51288
cosmetics,SKU50,50.786934,39.972084,328.4181,7601.353,Male,15.276783,20.233433,46.236553,4.423674,Carrier B,4.5575695,Supplier 4,Delhi,8.450089,406.86285,17.55087,65.25564,Fail,3.6508179,Road,Route A,548.4809
haircare,SKU58,44.81431,60.581795,334.85632,6956.5366,Male,25.751816,18.780844,41.113445,4.5380273,Carrier B,4.26206,Supplier 4,Delhi,6.226549,430.429,19.142445,81.642624,Fail,2.799394,Rail,Route A,560.9778
cosmetics,SKU42,51.606766,37.051113,257.1114,8837.748,Male,-21.362156,22.184238,55.44985,3.8092601,Carrier B,4.588868,Supplier 5,Delhi,1.1721784,368.44272,18.586706,84.76914,Fail,4.7717967,Road,Route A,516.8426
haircare,SKU67,50.044296,73.88106,442.95007,8103.8447,Non-binary,21.122124,21.69239,41.029324,4.3448505,Carrier A,5.4528193,Supplier 4,Kolkata,0.11765678,651.90173,28.632893,116.4785,Fail,1.4783947,Rail,Route A,587.266
cosmetics,SKU2,55.224586,40.36641,487.9418,6978.65,Non-binary,-66.96109,32.21457,99.0771,3.4357462,Carrier B,2.2300434,Supplier 5,Delhi,-20.979189,316.5379,20.533306,81.637955,Fail,5.515313,Sea,Route A,346.09262
cosmetics,SKU52,48.63819,50.88918,211.7244,8465.275,Male,2.6423411,18.929295,45.44457,3.5915823,Carrier A,3.863273,Supplier 5,Chennai,4.7905674,320.48392,17.137506,93.22629,Fail,3.863506,Road,Route A,573.70856
cosmetics,SKU53,50.905186,35.646904,341.6707,8031.109,Male,10.61142,20.614222,44.541843,4.147333,Carrier B,4.8813586,Supplier 4,Delhi,7.817154,409.01718,19.159124,63.19015,Fail,3.8551183,Road,Route A,575.1544
haircare,SKU65,46.43651,74.08398,283.5241,7677.478,Male,9.904831,21.339783,47.794415,4.834557,Carrier A,4.2222967,Supplier 4,Chennai,1.5230342,411.65628,17.976301,111.8401,Fail,3.1554103,Rail,Route A,561.96606
haircare,SKU64,66.83883,29.776592,521.46924,8000.4907,Unknown,-1.9540334,17.897846,67.1536,5.190972,Carrier B,6.9456515,Supplier 5,Mumbai,5.604985,780.3751,24.301407,77.74231,Fail,3.455793,Rail,Route A,608.5642
haircare,SKU59,44.943806,48.26075,540.1331,6668.755,Non-binary,51.365963,17.859146,41.93285,6.0649495,Carrier B,4.975702,Supplier 3,Kolkata,12.617555,528.95245,17.832573,48.915333,Pass,2.0916312,Rail,Route B,523.30695
haircare,SKU49,53.03562,82.867065,588.97217,6377.321,Unknown,2.8618197,29.778568,40.5437,3.8886104,Carrier A,5.0713754,Supplier 3,Kolkata,-9.868027,687.86334,32.02653,78.49037,Pass,1.6339905,Rail,Route A,416.05838
cosmetics,SKU21,57.927258,36.01025,571.3643,5909.5474,Non-binary,-43.08253,33.041977,91.45659,3.5455654,Carrier B,2.9732723,Supplier 5,Delhi,-18.706022,331.33136,21.412727,62.32428,Fail,4.663396,Sea,Route A,398.82916
haircare,SKU51,61.773716,27.602194,651.1769,9622.399,Non-binary,1.7432971,12.693434,54.522404,5.2393203,Carrier B,6.0054455,Supplier 5,Mumbai,10.553987,628.6795,19.82622,65.1377,Pass,3.454434,Road,Route A,466.7693
skincare,SKU81,28.663517,135.1788,385.18564,5576.4307,Unknown,30.217216,32.21351,-9.162557,3.3761363,Carrier A,5.222212,Supplier 2,Chennai,-5.347065,763.08246,30.829033,109.303406,Pass,0.5528072,Air,Route A,460.18936
cosmetics,SKU20,53.100994,-11.154631,-249.02763,10808.745,Female,-21.981594,5.4553986,48.71601,1.4102845,Carrier A,6.5487857,Supplier 5,Bangalore,19.058212,384.70236,12.96703,157.80656,Fail,7.091009,Air,Route A,905.04456
cosmetics,SKU46,53.27733,56.190563,273.38712,8370.597,Male,1.1252093,23.347652,51.69856,3.713272,Carrier A,3.9367933,Supplier 4,Chennai,-0.38821402,368.50784,18.346039,103.912056,Fail,3.0760124,Rail,Route A,588.5592
haircare,SKU62,45.168446,55.44063,369.32916,6334.6885,Non-binary,44.955105,21.24905,42.036648,4.743576,Carrier B,4.719817,Supplier 3,Delhi,10.196545,410.31396,19.07612,60.8156,Fail,2.5072632,Rail,Route A,634.57404
haircare,SKU50,44.912956,31.916344,387.68192,6746.2646,Male,38.071526,13.440986,42.41203,4.9985676,Carrier B,5.228484,Supplier 3,Delhi,22.264595,482.29938,17.53266,57.837505,Pass,3.3062189,Rail,Route A,637.2601
cosmetics,SKU21,54.283928,39.206425,341.83173,8873.294,Male,-50.37962,30.252665,74.13566,3.4421606,Carrier B,3.869551,Supplier 5,Chennai,-12.123404,328.77927,19.301516,98.22728,Fail,5.2117624,Road,Route A,421.03265
cosmetics,SKU20,56.057396,33.48698,562.0856,6667.661,Non-binary,-52.926525,32.589878,94.71151,3.329582,Carrier B,3.0682757,Supplier 5,Delhi,-21.04777,335.66156,20.943975,68.95491,Fail,4.7143984,Sea,Route A,337.3774
cosmetics,SKU46,51.11029,41.693512,239.28625,8147.893,Male,1.5616755,20.879366,48.66593,4.374753,Carrier B,5.077913,Supplier 4,Delhi,9.044336,381.27612,16.13495,77.87914,Fail,3.9325054,Rail,Route A,565.47394
haircare,SKU36,41.188755,10.639578,104.78834,8221.023,Male,12.045456,5.50054,42.648857,2.2800243,Carrier A,5.720144,Supplier 5,Bangalore,25.58683,455.64175,16.39934,106.806496,Fail,5.109014,Rail,Route A,828.5378
haircare,SKU48,50.03361,40.782635,251.2127,7911.2603,Male,9.462227,19.714264,48.51907,4.245673,Carrier B,5.4642215,Supplier 4,Delhi,10.02633,415.08215,18.041147,82.72762,Fail,3.9074662,Rail,Route A,595.63776
haircare,SKU61,40.202816,52.996742,347.38467,6873.291,Non-binary,54.12104,19.45746,31.277473,4.3650446,Carrier A,6.125695,Supplier 3,Delhi,6.993596,481.73764,21.879179,85.03484,Pass,1.7313755,Rail,Route A,750.7944
cosmetics,SKU40,53.796715,52.50347,445.22415,6957.427,Male,6.5744815,22.306774,59.354385,4.5464163,Carrier B,4.6124196,Supplier 4,Kolkata,-4.0260067,518.3931,21.72292,78.527725,Fail,3.465526,Road,Route A,403.36633
haircare,SKU63,44.074455,81.19411,357.28528,6615.4854,Male,14.932209,22.712002,44.15538,4.606189,Carrier A,3.640953,Supplier 3,Delhi,-6.3259735,364.85184,21.418823,109.62065,Fail,2.6503706,Rail,Route A,444.7904
haircare,SKU54,50.592953,64.00415,387.05566,9041.12,Non-binary,12.256008,25.586342,51.748158,4.062003,Carrier A,5.7075343,Supplier 4,Kolkata,-2.632431,613.0242,25.729725,101.91812,Fail,2.3855634,Rail,Route A,524.30334
haircare,SKU57,38.698875,51.024193,366.73056,7035.1914,Male,25.582539,14.989941,42.373463,4.6515584,Carrier A,5.4525123,Supplier 4,Chennai,3.743083,513.7949,20.080915,93.31789,Fail,2.6355395,Rail,Route A,579.9581
haircare,SKU54,49.97957,44.056763,317.1217,8285.777,Male,25.090427,18.735846,39.287407,3.963128,Carrier A,5.3057823,Supplier 4,Delhi,10.545382,435.85214,18.690493,79.375885,Fail,3.0934756,Rail,Route A,627.6468
cosmetics,SKU33,48.400093,37.578026,366.68515,8455.775,Male,-25.20583,26.464735,59.539795,3.2612975,Carrier B,4.1063766,Supplier 5,Delhi,-8.263346,389.23877,19.92387,93.26322,Fail,4.035101,Road,Route A,430.48587
haircare,SKU52,42.35044,55.46232,442.3322,6386.09,Non-binary,65.08538,19.243576,35.935402,5.553567,Carrier A,5.410696,Supplier 3,Delhi,6.711277,574.3044,19.518568,94.64595,Fail,0.68125534,Rail,Route B,716.949
cosmetics,SKU41,57.285343,40.304016,350.79227,7713.2676,Male,-16.12801,23.0761,57.752148,4.1957917,Carrier B,4.5867715,Supplier 4,Delhi,0.8976899,401.66434,19.095583,77.2895,Fail,4.5618067,Road,Route A,543.3501
cosmetics,SKU29,47.686867,45.947487,500.9104,8829.483,Male,-40.605045,35.56501,58.768177,2.399283,Carrier A,3.50459,Supplier 4,Delhi,-22.465403,331.3014,23.854727,109.6608,Fail,2.8868346,Road,Route A,381.10632
cosmetics,SKU45,52.22165,28.601818,57.95271,9714.045,Male,-13.584171,17.565725,44.895443,3.4033816,Carrier A,5.157567,Supplier 5,Chennai,8.308909,362.73532,15.4288225,102.28813,Fail,5.2327023,Rail,Route A,608.6587
cosmetics,SKU45,52.34585,35.23331,219.25461,9351.667,Male,-4.164807,19.818054,48.150696,3.7515526,Carrier B,5.235588,Supplier 5,Delhi,7.712573,379.6625,17.276497,85.850105,Fail,4.3786507,Rail,Route A,574.24603
cosmetics,SKU48,51.37783,37.999283,243.018,8560.793,Male,-4.104878,19.582916,45.46289,3.780706,Carrier B,4.5707493,Supplier 5,Chennai,7.7527637,386.01163,17.207388,84.11764,Fail,4.4449515,Road,Route A,573.44476
cosmetics,SKU43,58.950302,31.77881,222.43483,10917.348,Female,-17.379757,19.330929,45.978577,2.8877676,Carrier B,6.050797,Supplier 5,Delhi,4.783287,432.13666,18.427984,104.04538,Fail,4.934271,Rail,Route A,581.3699
cosmetics,SKU42,46.285053,40.925243,825.63336,7549.3706,Non-binary,27.775217,16.29358,56.5091,7.0662293,Carrier B,5.347793,Supplier 4,Mumbai,4.255432,682.1329,20.974644,58.337452,Pass,2.2124393,Road,Route A,292.8878
cosmetics,SKU32,55.360447,40.043556,434.7065,8305.883,Male,-44.716373,27.781235,74.51579,3.5379374,Carrier B,3.8565836,Supplier 5,Delhi,-13.283102,363.85892,19.310278,87.64669,Fail,4.8683486,Sea,Route A,385.61508
haircare,SKU54,47.48379,46.247272,395.9927,6324.053,Male,39.580563,18.03606,47.50516,5.4165473,Carrier B,4.8983264,Supplier 3,Kolkata,11.920415,490.50214,18.412537,53.917862,Pass,2.7449887,Rail,Route B,523.10156
haircare,SKU69,40.669384,86.54839,433.7219,5930.8223,Non-binary,35.1648,23.24254,22.693705,4.5107074,Carrier A,4.979286,Supplier 3,Delhi,2.1453762,609.62274,23.997587,77.97462,Pass,1.8217521,Rail,Route A,511.3097
haircare,SKU73,51.276493,90.103294,201.81126,7332.574,Male,-13.952713,20.716951,61.24886,5.894393,Carrier A,3.1161182,Supplier 3,Bangalore,0.12298973,347.95938,13.97857,135.54659,Fail,2.9138842,Rail,Route A,723.9663
cosmetics,SKU0,63.47445,26.06754,610.4908,6546.1714,Non-binary,-105.00771,37.870743,118.07525,2.4744978,Carrier B,2.236736,Supplier 5,Delhi,-36.849377,275.9386,21.494558,79.67375,Fail,6.1913342,Sea,Route A,267.88187
haircare,SKU62,44.804886,70.26475,326.53867,7531.678,Non-binary,25.919096,20.692753,30.746077,4.343371,Carrier A,4.9116488,Supplier 3,Chennai,7.3247623,447.41025,18.312826,97.912926,Fail,2.2281547,Rail,Route A,633.94324
haircare,SKU58,58.456837,38.189003,193.75035,8175.715,Non-binary,10.048828,19.04156,51.770866,3.5251892,Carrier A,6.562929,Supplier 5,Delhi,7.1514826,622.735,21.24656,115.38675,Fail,4.04793,Air,Route A,663.07355
haircare,SKU55,58.33554,43.646202,543.5282,8650.758,Non-binary,25.69738,17.54615,47.450596,5.6393356,Carrier B,5.154276,Supplier 4,Kolkata,12.25811,540.62225,17.121363,56.104134,Pass,2.7575297,Road,Route A,505.3959
cosmetics,SKU41,56.362816,20.846464,-82.6101,11092.884,Female,-27.964344,15.99247,39.0887,2.2239099,Carrier A,5.640558,Supplier 5,Bangalore,7.396468,303.12927,14.47847,126.09354,Fail,6.1086364,Rail,Route A,693.6802
haircare,SKU57,53.541286,47.051086,541.3913,6726.567,Non-binary,25.803535,16.39149,52.475426,6.4657564,Carrier B,5.4592853,Supplier 4,Mumbai,7.297209,575.42474,19.629482,63.181953,Pass,2.7335415,Rail,Route A,441.89383
haircare,SKU54,46.040623,42.680904,447.36218,6678.7363,Male,38.77988,18.405561,48.751217,5.470343,Carrier B,4.8718076,Supplier 4,Kolkata,11.8820715,474.7821,17.54356,48.014984,Pass,2.7529824,Road,Route A,524.85297
haircare,SKU66,39.088108,92.102264,422.95096,6397.627,Non-binary,32.116295,25.148077,14.440173,4.2924123,Carrier A,4.9507813,Supplier 3,Chennai,2.00527,670.2996,22.159857,95.10551,Pass,1.0031202,Rail,Route A,514.6939
haircare,SKU6,50.94279,39.527092,259.6748,7565.1157,Non-binary,22.592545,18.356527,46.04435,4.489261,Carrier B,5.482225,Supplier 4,Delhi,13.116004,470.3912,18.89356,86.93767,Fail,3.6572905,Rail,Route A,687.82184
cosmetics,SKU35,54.036407,39.519302,463.39825,6514.5547,Male,-16.17128,26.953974,72.56535,4.189329,Carrier B,3.7148843,Supplier 5,Delhi,-7.4601,383.56644,19.344402,64.30844,Fail,4.064024,Road,Route A,428.41528
cosmetics,SKU0,70.51202,42.207623,527.36273,6521.095,Male,-76.89522,36.745644,112.09369,3.4375045,Carrier B,2.3007793,Supplier 5,Chennai,-28.099009,272.69678,19.480934,76.3868,Fail,6.196918,Sea,Route A,392.38977
cosmetics,SKU46,52.25892,39.729603,339.93167,7757.71,Male,-2.9880795,22.170618,53.580223,4.274473,Carrier B,4.391414,Supplier 4,Delhi,3.031557,389.86533,17.815866,69.08727,Fail,4.208007,Road,Route A,519.6409
cosmetics,SKU40,54.502636,32.243168,47.385784,9207.56,Male,-12.520042,18.93127,45.936096,3.3069408,Carrier A,6.022233,Supplier 5,Chennai,8.061223,376.35294,15.736646,116.23824,Fail,5.190579,Rail,Route A,705.7096
cosmetics,SKU45,48.46735,26.59083,79.812904,10796.998,Female,-30.736301,13.731236,32.310146,1.8500748,Carrier A,6.3106337,Supplier 5,Bangalore,5.9111156,367.97433,16.517408,121.87193,Fail,5.2073154,Rail,Route A,727.60236
cosmetics,SKU34,52.46625,46.414734,383.0049,9249.686,Male,-36.710316,22.568779,73.82845,3.9704418,Carrier B,5.00521,Supplier 5,Delhi,-8.875887,448.6348,18.572548,94.03697,Fail,4.947724,Sea,Route A,339.1059
haircare,SKU5,51.473877,43.415577,305.00592,8260.384,Male,15.234787,19.796515,45.430233,4.2557187,Carrier B,5.27029,Supplier 4,Delhi,7.851861,440.54095,18.465485,77.56199,Fail,3.5408623,Rail,Route A,549.36115
haircare,SKU47,60.122612,41.743584,623.88245,9048.049,Non-binary,-4.2347074,15.980763,60.468018,5.443716,Carrier B,6.234888,Supplier 5,Mumbai,4.024561,617.78864,19.301815,77.00002,Pass,3.3856595,Road,Route A,435.66934
cosmetics,SKU46,48.542915,41.32405,391.31223,7893.0874,Male,18.539898,18.66991,51.423077,4.9908915,Carrier B,5.0599647,Supplier 4,Delhi,8.514643,460.47565,17.860744,67.01881,Fail,3.3533576,Road,Route A,505.51697
haircare,SKU61,50.105232,52.825546,330.66306,7129.469,Non-binary,32.52072,21.41091,47.00252,4.588595,Carrier B,4.8476753,Supplier 4,Delhi,9.340801,425.5135,19.185604,71.97618,Fail,2.8709266,Rail,Route A,604.30524
cosmetics,SKU47,51.39621,36.806282,370.6042,7573.356,Male,-4.7479253,23.18407,53.16649,3.8656611,Carrier B,4.2730317,Supplier 4,Delhi,-0.16577904,379.09573,20.645008,67.98176,Fail,4.0198393,Road,Route A,522.0208
cosmetics,SKU38,56.706005,41.008373,477.9741,5928.1646,Male,-4.07317,24.338867,65.61053,4.747283,Carrier B,3.8205552,Supplier 4,Delhi,-2.0517864,431.25446,19.85623,58.387875,Fail,4.1781073,Road,Route A,513.0241
cosmetics,SKU39,54.60266,39.010807,436.47086,6853.4614,Male,-19.22173,25.706772,69.04008,4.2366214,Carrier B,3.8544583,Supplier 5,Delhi,-5.467705,386.29404,18.771902,65.70024,Fail,4.468169,Road,Route A,456.33087
skincare,SKU57,55.0689,40.69164,851.856,8733.335,Unknown,10.927242,16.827654,47.971325,4.616392,Carrier A,7.6072655,Supplier 5,Mumbai,2.3767471,899.57196,30.35591,85.58522,Pending,0.8388972,Rail,Route A,515.7709
cosmetics,SKU28,53.027996,44.464554,355.6748,8518.24,Male,-46.44321,27.764463,72.26007,3.2364693,Carrier B,3.2899268,Supplier 5,Chennai,-12.623598,334.52725,19.476658,94.426956,Fail,4.9921727,Road,Route A,408.79596
cosmetics,SKU36,53.18073,34.031544,232.01305,10384.244,Male,-57.564213,22.931664,55.31347,2.4973156,Carrier A,4.630342,Supplier 5,Chennai,-9.909853,326.3156,18.413809,110.96529,Fail,5.7623477,Road,Route A,498.883
haircare,SKU59,38.713238,41.62876,423.29953,6272.5293,Non-binary,62.869827,15.955952,34.840336,4.6893673,Carrier A,5.9875617,Supplier 3,Delhi,10.28957,552.588,21.51008,64.17356,Pass,1.8478998,Rail,Route A,631.4024
cosmetics,SKU52,49.880497,31.776619,309.09512,8724.429,Male,5.173202,17.572168,41.848038,4.2301693,Carrier B,5.230678,Supplier 4,Delhi,12.594108,412.93332,17.92325,68.101524,Fail,3.9094813,Rail,Route A,631.10614
cosmetics,SKU29,49.214302,38.77012,569.11957,5836.239,Non-binary,-8.590149,26.84704,80.94946,4.313994,Carrier B,3.7942624,Supplier 4,Kolkata,-8.172525,420.13992,21.757551,51.21363,Fail,3.790727,Road,Route B,425.4417
cosmetics,SKU27,55.901577,43.169384,560.6532,6068.4663,Non-binary,-15.934402,32.08656,79.35531,3.4412932,Carrier B,2.9442945,Supplier 4,Delhi,-16.740938,333.6393,20.960472,63.979843,Fail,3.4188113,Sea,Route B,360.48004
cosmetics,SKU54,50.329063,58.753414,343.75912,7154.3467,Non-binary,10.632668,25.433119,62.67283,4.786736,Carrier B,3.710344,Supplier 4,Delhi,-0.60460085,382.81967,18.810135,85.21763,Fail,2.5326586,Rail,Route A,545.62366
skincare,SKU62,42.053314,95.40783,359.15808,7195.545,Non-binary,28.019255,21.597977,12.361358,3.3992155,Carrier A,5.137862,Supplier 3,Chennai,2.786189,603.44653,20.019838,114.032234,Fail,0.93031573,Rail,Route A,581.38184
cosmetics,SKU56,46.717697,47.38621,276.5372,9927.633,Male,-3.4183774,17.476128,31.267942,2.8781326,Carrier A,5.403953,Supplier 4,Chennai,-0.77232546,423.20303,21.163876,111.616135,Fail,3.4326522,Rail,Route A,614.497
cosmetics,SKU56,51.864937,92.29003,220.38336,8019.989,Male,-7.4357266,28.704885,50.49064,3.5865874,Carrier A,3.2261283,Supplier 4,Bangalore,-9.813726,275.83817,19.774296,138.97028,Fail,3.095839,Rail,Route A,512.1503
cosmetics,SKU45,51.97119,47.966995,397.69296,8113.398,Male,11.49255,17.832348,56.772873,5.1459084,Carrier B,5.392658,Supplier 4,Kolkata,4.7052965,526.27985,18.933393,73.62196,Fail,3.4493291,Road,Route A,457.8267
cosmetics,SKU46,46.909424,26.476574,77.31849,11106.641,Female,-28.907719,14.369129,33.303093,1.9559424,Carrier A,5.8192706,Supplier 5,Bangalore,5.0846653,352.0262,16.206203,118.368706,Fail,5.374403,Rail,Route A,678.42975
cosmetics,SKU33,47.568073,41.411213,747.41766,9026.305,Non-binary,-0.77339983,16.24677,71.96531,6.9431233,Carrier B,5.460388,Supplier 4,Mumbai,0.12446411,594.08954,20.871191,66.38236,Pass,2.7109067,Road,Route A,253.43658
haircare,SKU53,51.83545,45.575203,346.35468,7716.22,Male,29.507322,19.654669,45.06343,4.7100606,Carrier B,4.974123,Supplier 4,Delhi,11.266765,441.47293,17.384562,66.71507,Fail,2.9646034,Rail,Route A,558.35156
haircare,SKU68,58.438015,48.069656,407.42142,7339.4155,Non-binary,14.958504,16.484125,46.77099,5.8444376,Carrier B,5.871558,Supplier 4,Mumbai,3.2607365,675.24066,23.000048,93.07058,Fail,3.8372216,Rail,Route A,470.15836
haircare,SKU66,39.93556,71.33476,402.4116,7089.5747,Non-binary,35.687725,23.707127,41.027172,4.7062507,Carrier A,5.6105905,Supplier 3,Kolkata,3.0206232,600.45026,25.807467,89.43232,Pass,1.4682513,Rail,Route A,588.1211
cosmetics,SKU22,51.994106,40.517616,622.6308,6555.452,Non-binary,-28.722225,24.645704,91.19011,4.889664,Carrier B,4.139528,Supplier 5,Kolkata,-9.638157,435.46155,20.3542,52.877865,Fail,4.451986,Sea,Route A,349.65897
cosmetics,SKU40,51.49122,39.89178,330.5292,8292.523,Male,-19.272625,23.863436,61.986828,3.7728844,Carrier B,4.465401,Supplier 5,Delhi,-3.5206165,379.29175,18.515726,80.63715,Fail,4.5550284,Road,Route A,458.00256
haircare,SKU56,44.304874,29.21963,300.03668,6866.9736,Male,38.82013,15.197292,38.51101,4.785159,Carrier B,5.7145915,Supplier 3,Delhi,16.929913,491.97256,18.907007,59.996754,Pass,3.3772974,Rail,Route A,594.2476
cosmetics,SKU13,36.74221,36.70935,524.8464,5305.4478,Non-binary,-36.659275,25.494604,100.85194,3.263591,Carrier A,4.0237803,Supplier 5,Delhi,-17.02711,479.54584,24.51145,77.47209,Fail,5.3865266,Road,Route B,304.08942
cosmetics,SKU34,50.582607,39.383442,512.05884,6113.767,Non-binary,-5.3106427,26.76382,76.84211,4.226471,Carrier B,3.81195,Supplier 4,Kolkata,-7.112673,392.18515,19.205517,54.62799,Fail,3.552133,Road,Route B,415.38617
haircare,SKU62,45.577198,73.62037,364.53363,6874.1113,Non-binary,44.844856,23.451017,27.159313,4.4903164,Carrier A,5.675831,Supplier 3,Delhi,7.1125126,567.2428,21.427372,80.05823,Pass,1.4357836,Rail,Route A,639.08887
haircare,SKU52,51.929268,31.59062,404.87708,7271.744,Non-binary,32.35223,15.967092,52.53809,4.9415193,Carrier B,6.0694766,Supplier 4,Kolkata,13.770693,566.6059,19.56147,71.32729,Pass,3.1036215,Rail,Route A,611.4415
haircare,SKU5,49.032753,35.488148,223.37697,8649.788,Male,7.722751,18.467794,42.879223,3.959483,Carrier B,5.059314,Supplier 4,Chennai,12.041896,383.469,16.684694,78.478195,Fail,4.0395055,Rail,Route A,597.93866
haircare,SKU54,45.97564,36.988117,309.6107,7246.0615,Male,24.702272,15.6357565,40.05135,4.1876917,Carrier B,5.1124473,Supplier 4,Delhi,15.473993,407.38715,18.15892,63.00335,Pass,3.3090606,Rail,Route A,630.15515
cosmetics,SKU42,52.78156,42.144394,436.19882,6162.673,Non-binary,8.080761,22.88645,61.181824,4.7588162,Carrier B,4.4079,Supplier 4,Delhi,2.2889404,422.56705,19.249542,55.325363,Fail,3.6706166,Road,Route A,517.0883
cosmetics,SKU46,49.38257,53.978622,451.05914,6647.79,Male,5.3703456,20.95569,48.69863,5.2057195,Carrier B,4.6836133,Supplier 4,Delhi,1.9961253,498.99615,20.240454,76.79903,Fail,3.322356,Road,Route A,486.82343
cosmetics,SKU31,50.713737,15.582155,-6.0031643,10702.177,Female,-23.137333,12.697867,47.076427,2.0036504,Carrier A,6.5235972,Supplier 5,Chennai,10.367447,359.9025,15.809067,124.46121,Fail,5.8125334,Rail,Route A,753.61444
skincare,SKU78,42.312305,108.8969,242.6868,7532.436,Unknown,33.50998,28.030281,7.232676,3.5125158,Carrier A,5.111967,Supplier 3,Bangalore,1.4665185,465.72723,23.341972,123.67268,Fail,0.6949204,Air,Route A,750.6058
haircare,SKU67,57.19876,27.376038,235.35309,6581.5903,Non-binary,25.451206,15.258037,42.04682,5.258622,Carrier B,6.4079895,Supplier 4,Kolkata,14.905685,553.79083,19.27656,75.10574,Fail,4.2623158,Rail,Route A,639.7736
cosmetics,SKU25,52.57057,35.72004,586.4414,5789.045,Non-binary,-18.582851,32.46258,83.17585,3.516157,Carrier B,3.166908,Supplier 4,Kolkata,-16.134478,349.10184,23.196686,58.771378,Fail,3.5797617,Sea,Route B,406.42798
cosmetics,SKU37,53.426907,40.481617,221.23073,10129.325,Male,-44.225666,24.050158,49.427063,2.886705,Carrier A,4.4725733,Supplier 5,Chennai,-6.6953316,356.4237,17.825375,120.00948,Fail,4.887947,Road,Route A,513.01294
cosmetics,SKU44,52.38267,38.915436,282.3016,8796.336,Male,-16.872875,22.31728,55.114944,3.8698268,Carrier B,4.692896,Supplier 5,Chennai,0.68933874,382.9605,17.538282,83.49975,Fail,4.6958866,Road,Route A,505.77347
cosmetics,SKU16,47.634712,37.19243,514.8121,5330.576,Non-binary,-16.40063,32.59528,88.71977,3.3943634,Carrier B,3.404152,Supplier 4,Kolkata,-14.565891,406.40265,25.295448,58.1043,Fail,4.2822866,Road,Route B,414.74216
haircare,SKU3,40.39501,6.443541,195.10915,6101.509,Male,49.212982,7.5241117,53.4558,3.0402076,Carrier A,6.3321004,Supplier 4,Chennai,28.167742,498.05362,15.898357,90.199394,Pass,4.215847,Air,Route A,836.5045
cosmetics,SKU3,43.236313,61.34197,561.22125,5112.2817,Non-binary,64.72088,20.822233,49.221214,4.5089583,Carrier B,4.235005,Supplier 4,Kolkata,-4.3268967,538.4112,23.292248,71.73754,Pass,1.5898736,Road,Route B,391.20743
cosmetics,SKU27,55.384743,38.028095,496.02264,7068.172,Male,-38.80528,30.616837,79.071815,3.919064,Carrier B,3.37192,Supplier 5,Delhi,-13.087252,363.94174,19.83818,75.71785,Fail,4.50745,Sea,Route A,398.63373
